s,Pc
244.0,0.0009520068810044642
245.0,0.0009438651380295718
246.0,0.0009358257647410908
247.0,0.0009278870656735174
248.0,0.000920047380150303
249.0,0.0009123050814334825
250.0,0.0009046585758974002
251.0,0.0008971063022257551
252.0,0.0008896467306312218
253.0,0.0008822783620969203
254.0,0.0008749997276390481
255.0,0.0008678093875899926
256.0,0.0008607059309012874
257.0,0.0008536879744657816
258.0,0.0008467541624584242
259.0,0.0008399031656950804
260.0,0.0008331336810088201
261.0,0.0008264444306431375
262.0,0.0008198341616615794
263.0,0.0008133016453732777
264.0,0.0008068456767738996
265.0,0.0008004650740015444
266.0,0.0007941586778071337
267.0,0.0007879253510388558
268.0,0.0007817639781402406
269.0,0.000775673464661453
270.0,0.0007696527367834153
271.0,0.0007637007408543678
272.0,0.0007578164429385047
273.0,0.0007519988283763235
274.0,0.0007462469013563447
275.0,0.000740559684497867
276.0,0.0007349362184444327
277.0,0.0007293755614676952
278.0,0.0007238767890813818
279.0,0.0007184389936650606
280.0,0.00071306128409743
281.0,0.0007077427853988561
282.0,0.0007024826383828895
283.0,0.0006972799993165118
284.0,0.0006921340395888562
285.0,0.0006870439453881678
286.0,0.0006820089173867649
287.0,0.000677028170433782
288.0,0.0006721009332554713
289.0,0.0006672264481628529
290.0,0.0006624039707665102
291.0,0.0006576327696983288
292.0,0.0006529121263399906
293.0,0.0006482413345580334
294.0,0.0006436197004452967
295.0,0.0006390465420685795
296.0,0.0006345211892223386
297.0,0.0006300429831882654
298.0,0.0006256112765005786
299.0,0.0006212254327168811
300.0,0.0006168848261944294
301.0,0.0006125888418716716
302.0,0.000608336875054911
303.0,0.0006041283312099595
304.0,0.0005999626257586495
305.0,0.0005958391838800729
306.0,0.0005917574403164239
307.0,0.0005877168391833242
308.0,0.0005837168337845126
309.0,0.0005797568864307853
310.0,0.0005758364682630745
311.0,0.0005719550590795609
312.0,0.0005681121471667112
313.0,0.0005643072291341437
314.0,0.0005605398097532198
315.0,0.0005568094017992675
316.0,0.0005531155258973447
317.0,0.0005494577103714495
318.0,0.0005458354910970924
319.0,0.0005422484113571435
320.0,0.0005386960217008734
321.0,0.0005351778798061052
322.0,0.0005316935503444029
323.0,0.0005282426048492157
324.0,0.0005248246215869079
325.0,0.0005214391854306026
326.0,0.0005180858877367659
327.0,0.000514764326224469
328.0,0.0005114741048572568
329.0,0.0005082148337275639
330.0,0.0005049861289436111
331.0,0.0005017876125187262
332.0,0.000498618912263026
333.0,0.0004954796616774043
334.0,0.0004923694998497708
335.0,0.0004892880713534842
336.0,0.0004862350261479282
337.0,0.00048321001948117994
338.0,0.0004802127117947183
339.0,0.00047724276863012527
340.0,0.00047429986053773197
341.0,0.00047138366298716465
342.0,0.00046849385627974443
343.0,0.00046563012546269646
344.0,0.00046279216024512843
345.0,0.00045997965491573407
346.0,0.00045719230826218426
347.0,0.00045442982349216303
348.0,0.00045169190815601355
349.0,0.00044897827407095473
350.0,0.0004462886372468323
351.0,0.0004436227178133706
352.0,0.0004409802399488879
353.0,0.000438360931810445
354.0,0.00043576452546539076
355.0,0.0004331907568242759
356.0,0.0004306393655751027
357.0,0.00042811009511887935
358.0,0.00042560269250645113
359.0,0.0004231169083765791
360.0,0.00042065249689523783
361.0,0.00041820921569610497
362.0,0.00041578682582221705
363.0,0.0004133850916687635
364.0,0.0004110037809269961
365.0,0.0004086426645292272
366.0,0.0004063015165948926
367.0,0.00040398011437765813
368.0,0.0004016782382135437
369.0,0.0003993956714700442
370.0,0.000397132200496226
371.0,0.00039488761457377627
372.0,0.0003926617058689861
373.0,0.00039045426938564474
374.0,0.0003882651029188287
375.0,0.00038609400700956266
376.0,0.0003839407849003369
377.0,0.00038180524249146
378.0,0.0003796871882982306
379.0,0.0003775864334089107
380.0,0.0003755027914434823
381.0,0.0003734360785131721
382.0,0.0003713861131807274
383.0,0.0003693527164214269
384.0,0.0003673357115848116
385.0,0.0003653349243571206
386.0,0.0003633501827244167
387.0,0.0003613813169363873
388.0,0.00035942815947080756
389.0,0.0003574905449986501
390.0,0.0003555683103498301
391.0,0.00035366129447957046
392.0,0.0003517693384353766
393.0,0.00034989228532460577
394.0,0.000348029980282621
395.0,0.0003461822704415157
396.0,0.0003443490048993991
397.0,0.00034253003469022976
398.0,0.0003407252127541867
399.0,0.00033893439390856667
400.0,0.0003371574348191978
401.0,0.0003353941939723579
402.0,0.0003336445316471896
403.0,0.0003319083098885986
404.0,0.0003301853924806295
405.0,0.00032847564492030694
406.0,0.00032677893439193336
407.0,0.0003250951297418347
408.0,0.00032342410145354565
409.0,0.00032176572162342384
410.0,0.0003201198639366869
411.0,0.00031848640364386224
412.0,0.00031686521753764225
413.0,0.0003152561839301372
414.0,0.0003136591826305172
415.0,0.0003120740949230366
416.0,0.0003105008035454327
417.0,0.0003089391926676919
418.0,0.0003073891478711761
419.0,0.00030585055612810205
420.0,0.0003043233057813674
421.0,0.00030280728652471654
422.0,0.0003013023893832395
423.0,0.00029980850669419803
424.0,0.00029832553208817213
425.0,0.00029685336047052097
426.0,0.00029539188800315304
427.0,0.00029394101208659825
428.0,0.0002925006313423774
429.0,0.00029107064559566345
430.0,0.0002896509558582278
431.0,0.0002882414643116681
432.0,0.00028684207429091065
433.0,0.00028545269026798335
434.0,0.00028407321783605375
435.0,0.0002827035636937271
436.0,0.0002813436356296
437.0,0.00027999334250706457
438.0,0.00027865259424935854
439.0,0.0002773213018248573
440.0,0.00027599937723260217
441.0,0.0002746867334880621
442.0,0.00027338328460912347
443.0,0.0002720889456023043
444.0,0.00027080363244918825
445.0,0.0002695272620930755
446.0,0.0002682597524258453
447.0,0.0002670010222750269
448.0,0.0002657509913910756
449.0,0.00026450958043484956
450.0,0.00026327671096528356
451.0,0.0002620523054272571
452.0,0.0002608362871396527
453.0,0.0002596285802836009
454.0,0.0002584291098909092
455.0,0.0002572378018326711
456.0,0.0002560545828080524
457.0,0.0002548793803332514
458.0,0.00025371212273063025
459.0,0.000252552739118014
460.0,0.00025140115939815467
461.0,0.0002502573142483575
462.0,0.00024912113511026633
463.0,0.0002479925541798053
464.0,0.0002468715043972749
465.0,0.0002457579194375979
466.0,0.00024465173370071506
467.0,0.0002435528823021257
468.0,0.000242461301063572
469.0,0.00024137692650386423
470.0,0.00024029969582984413
471.0,0.0002392295469274846
472.0,0.00023816641835312308
473.0,0.00023711024932482626
474.0,0.00023606097971388398
475.0,0.00023501855003643036
476.0,0.0002339829014451896
477.0,0.00023295397572134426
478.0,0.00023193171526652472
479.0,0.00023091606309491664
480.0,0.00022990696282548573
481.0,0.0002289043586743164
482.0,0.00022790819544706362
483.0,0.00022691841853151565
484.0,0.00022593497389026523
485.0,0.0002249578080534887
486.0,0.00022398686811182973
487.0,0.0002230221017093873
488.0,0.00022206345703680518
489.0,0.0002211108828244616
490.0,0.0002201643283357582
491.0,0.00021922374336050474
492.0,0.00021828907820840013
493.0,0.00021736028370260697
494.0,0.00021643731117341802
495.0,0.00021552011245201395
496.0,0.00021460863986430987
497.0,0.0002137028462248899
498.0,0.0002128026848310282
499.0,0.00021190810945679475
500.0,0.0002110190743472448
501.0,0.00021013553421269081
502.0,0.0002092574442230549
503.0,0.0002083847600023014
504.0,0.00020751743762294724
505.0,0.00020665543360064988
506.0,0.00020579870488887102
507.0,0.00020494720887361445
508.0,0.00020410090336823818
509.0,0.00020325974660833824
510.0,0.00020242369724670392
511.0,0.00020159271434834285
512.0,0.0002007667573855752
513.0,0.0001999457862331955
514.0,0.00019912976116370147
515.0,0.000198318642842588
516.0,0.00019751239232370684
517.0,0.00019671097104468865
518.0,0.00019591434082242892
519.0,0.0001951224638486348
520.0,0.00019433530268543289
521.0,0.00019355282026103715
522.0,0.00019277497986547502
523.0,0.00019200174514637203
524.0,0.00019123308010479345
525.0,0.00019046894909114165
526.0,0.00018970931680110923
527.0,0.00018895414827168656
528.0,0.00018820340887722284
529.0,0.0001874570643255399
530.0,0.00018671508065409818
531.0,0.00018597742422621385
532.0,0.00018524406172732634
533.0,0.00018451496016131565
534.0,0.0001837900868468682
535.0,0.00018306940941389157
536.0,0.00018235289579997596
537.0,0.00018164051424690274
538.0,0.0001809322332971989
539.0,0.00018022802179073715
540.0,0.00017952784886138024
541.0,0.0001788316839336695
542.0,0.00017813949671955672
543.0,0.00017745125721517873
544.0,0.00017676693569767382
545.0,0.00017608650272204007
546.0,0.00017540992911803383
547.0,0.00017473718598710905
548.0,0.0001740682446993958
549.0,0.00017340307689071806
550.0,0.00017274165445964974
551.0,0.00017208394956460903
552.0,0.0001714299346209894
553.0,0.00017077958229832813
554.0,0.00017013286551751056
555.0,0.00016948975744801042
556.0,0.00016885023150516504
557.0,0.0001682142613474856
558.0,0.00016758182087400119
559.0,0.0001669528842216371
560.0,0.00016632742576262562
561.0,0.00016570542010195028
562.0,0.00016508684207482184
563.0,0.0001644716667441863
564.0,0.00016385986939826416
565.0,0.00016325142554812083
566.0,0.000162646310925267
567.0,0.00016204450147928946
568.0,0.00016144597337551143
569.0,0.00016085070299268173
570.0,0.00016025866692069327
571.0,0.00015966984195832932
572.0,0.0001590842051110381
573.0,0.00015850173358873486
574.0,0.00015792240480363078
575.0,0.0001573461963680893
576.0,0.00015677308609250812
577.0,0.00015620305198322797
578.0,0.00015563607224046633
579.0,0.00015507212525627694
580.0,0.00015451118961253425
581.0,0.00015395324407894206
582.0,0.000153398267611067
583.0,0.00015284623934839562
584.0,0.00015229713861241484
585.0,0.00015175094490471646
586.0,0.00015120763790512357
587.0,0.00015066719746984055
588.0,0.00015012960362962476
589.0,0.0001495948365879805
590.0,0.00014906287671937474
591.0,0.000148533704567474
592.0,0.0001480073008434028
593.0,0.0001474836464240224
594.0,0.00014696272235023046
595.0,0.00014644450982528095
